Employee_ID,Age,Age_Category ,Gender,Job_Role,Industry,Years_of_Experience,Years_of_Experience_Category,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP1288,59,Early Professional,Male,Project Manager,Healthcare,8,Intermediate,Onsite,39,15,4,High,Anxiety,No,Increase,3,Unsatisfied,3,None,Average,South America
EMP1294,40,Young Adult,Male,Data Scientist,Consulting,1,Beginner,Hybrid,47,9,3,Medium,Burnout,No,No Change,4,Satisfied,2,None,Average,Europe
EMP1295,25,Mid-Career Professional,Female,Designer,Healthcare,10,Intermediate,Remote,53,6,4,Low,None,No,Increase,4,Unsatisfied,3,None,Good,Oceania
EMP1296,30,Young Adult,Male,Designer,IT,14,Advanced,Hybrid,49,2,2,Low,None,No,No Change,3,Unsatisfied,1,Weekly,Poor,North America
EMP1297,45,Early Professional,Male,Sales,Manufacturing,24,Expert,Onsite,47,9,2,High,None,No,Decrease,3,Unsatisfied,2,None,Good,Africa
EMP1299,57,Mid-Career Professional,Female,Data Scientist,Consulting,19,Advanced,Hybrid,55,7,2,High,Burnout,No,No Change,2,Neutral,3,None,Good,Europe
EMP1301,31,Early Professional,Male,Data Scientist,Consulting,27,Expert,Onsite,57,2,4,High,Anxiety,Yes,Increase,4,Satisfied,5,Daily,Poor,Oceania
EMP1306,55,Early Professional,Female,Data Scientist,Retail,31,Expert,Onsite,58,15,3,Low,Burnout,Yes,No Change,1,Unsatisfied,2,None,Poor,Asia
EMP1308,50,Mid-Career Professional,Male,Designer,IT,6,Intermediate,Onsite,25,1,3,High,Anxiety,Yes,Increase,5,Unsatisfied,2,Weekly,Poor,Oceania
EMP1310,60,Young Adult,Male,Marketing,Education,8,Intermediate,Hybrid,34,4,4,Low,Burnout,Yes,No Change,2,Neutral,3,Weekly,Average,Oceania
EMP1311,47,Senior Professional,Male,HR,Finance,17,Advanced,Onsite,38,1,1,Medium,Anxiety,No,Increase,5,Satisfied,4,None,Average,Asia
EMP1313,23,Young Adult,Male,Marketing,Finance,19,Advanced,Remote,22,5,4,High,Anxiety,Yes,No Change,3,Neutral,2,Weekly,Good,Oceania
EMP1316,49,Senior Professional,Female,Designer,Finance,7,Intermediate,Remote,28,3,3,Low,Burnout,Yes,Decrease,2,Unsatisfied,5,Daily,Average,Oceania
EMP1318,41,Mid-Career Professional,Male,Sales,Manufacturing,13,Advanced,Onsite,41,8,3,Low,Anxiety,Yes,No Change,2,Unsatisfied,2,Daily,Average,Asia
EMP1321,53,Senior Professional,Male,Data Scientist,Consulting,1,Beginner,Onsite,29,1,1,Medium,Anxiety,No,Increase,3,Neutral,1,Daily,Average,North America
EMP1326,33,Senior Professional,Male,Marketing,Consulting,34,Expert,Remote,53,7,4,High,Anxiety,Yes,Decrease,4,Neutral,3,None,Good,South America
EMP1328,46,Young Adult,Male,Marketing,Healthcare,17,Advanced,Hybrid,40,9,2,Medium,Anxiety,No,No Change,1,Unsatisfied,2,Daily,Average,Oceania
EMP1329,27,Mid-Career Professional,Female,Software Engineer,Retail,23,Expert,Hybrid,60,8,1,High,Depression,Yes,Increase,3,Neutral,4,None,Poor,North America
EMP1332,60,Young Adult,Female,Data Scientist,Healthcare,21,Expert,Hybrid,50,7,5,Low,None,Yes,Increase,3,Unsatisfied,2,Daily,Good,Asia
EMP1335,55,Young Adult,Male,Designer,Finance,11,Advanced,Remote,59,6,2,Low,Depression,No,Increase,1,Neutral,4,None,Good,North America
EMP1336,40,Senior Professional,Female,Project Manager,Education,16,Advanced,Onsite,54,0,4,Medium,Burnout,Yes,Increase,5,Neutral,4,Daily,Average,Europe
EMP1338,51,Early Professional,Male,Designer,Healthcare,31,Expert,Remote,37,3,2,Low,None,No,Decrease,2,Satisfied,5,Weekly,Good,Africa
EMP1339,40,Senior Professional,Male,Designer,Finance,26,Expert,Remote,24,5,3,High,None,Yes,Increase,1,Unsatisfied,4,None,Average,Asia
EMP1340,34,Mid-Career Professional,Female,Project Manager,Education,1,Beginner,Remote,60,0,2,Medium,Anxiety,Yes,Decrease,2,Satisfied,2,Weekly,Average,South America
EMP1346,30,Mid-Career Professional,Female,Sales,Healthcare,16,Advanced,Onsite,52,15,2,High,None,No,Increase,1,Neutral,4,Daily,Good,North America
EMP1349,53,Senior Professional,Female,Marketing,Consulting,12,Advanced,Hybrid,43,11,4,Low,Anxiety,Yes,Increase,4,Satisfied,5,Daily,Good,Oceania
EMP1350,56,Senior Professional,Male,HR,Retail,27,Expert,Hybrid,35,14,5,High,Burnout,Yes,Increase,4,Neutral,1,None,Average,South America
EMP1352,58,Young Adult,Male,HR,Consulting,25,Expert,Onsite,32,13,4,Low,Depression,No,No Change,2,Unsatisfied,4,Weekly,Average,Asia
EMP1355,32,Mid-Career Professional,Male,Data Scientist,Education,23,Expert,Hybrid,35,1,5,High,Burnout,Yes,Increase,4,Unsatisfied,5,Daily,Average,Africa
EMP1358,58,Mid-Career Professional,Male,Sales,Manufacturing,33,Expert,Remote,47,14,5,High,Burnout,No,Increase,4,Neutral,1,None,Poor,Europe
EMP1359,27,Senior Professional,Female,Project Manager,Retail,18,Advanced,Hybrid,32,1,5,Low,None,Yes,Decrease,3,Unsatisfied,1,Weekly,Average,Africa
EMP1360,25,Young Adult,Female,HR,Finance,13,Advanced,Remote,32,0,2,Medium,None,No,Decrease,4,Neutral,4,Daily,Good,Oceania
EMP1362,44,Early Professional,Female,Data Scientist,Healthcare,7,Intermediate,Remote,49,11,2,Medium,Anxiety,Yes,Increase,2,Satisfied,3,Daily,Good,Europe
EMP1364,36,Young Adult,Male,HR,IT,6,Intermediate,Hybrid,23,13,5,Medium,None,No,Decrease,5,Unsatisfied,1,Weekly,Average,South America
EMP1367,56,Young Adult,Male,Software Engineer,Finance,6,Intermediate,Remote,39,11,4,Medium,None,No,Increase,5,Unsatisfied,3,Daily,Average,Asia
EMP1368,45,Senior Professional,Male,Data Scientist,Healthcare,17,Advanced,Remote,26,13,3,High,Burnout,No,No Change,3,Unsatisfied,5,Weekly,Average,Oceania
EMP1369,47,Mid-Career Professional,Male,Marketing,Consulting,7,Intermediate,Hybrid,50,7,1,Medium,Burnout,No,Decrease,5,Satisfied,1,Daily,Good,South America
EMP1370,41,Mid-Career Professional,Female,Sales,Finance,30,Expert,Hybrid,46,4,2,Medium,Burnout,No,Increase,4,Satisfied,1,Daily,Poor,Asia
EMP1372,32,Mid-Career Professional,Male,Data Scientist,IT,20,Advanced,Hybrid,22,7,2,Low,None,Yes,No Change,3,Neutral,2,Weekly,Poor,Oceania
EMP1378,32,Mid-Career Professional,Male,Sales,Education,13,Advanced,Remote,42,4,2,High,Anxiety,No,Increase,5,Unsatisfied,5,Daily,Poor,Africa
EMP1379,32,Early Professional,Female,Project Manager,Retail,20,Advanced,Hybrid,55,9,3,Low,Depression,Yes,No Change,3,Satisfied,4,Daily,Good,Africa
EMP1386,58,Young Adult,Male,Sales,Consulting,20,Advanced,Remote,20,5,5,Medium,None,Yes,Decrease,2,Neutral,3,Daily,Good,Africa
EMP1388,60,Senior Professional,Male,Data Scientist,Education,28,Expert,Onsite,23,10,5,High,Depression,Yes,Decrease,4,Neutral,4,Weekly,Poor,Africa
EMP1389,24,Senior Professional,Male,HR,IT,9,Intermediate,Hybrid,43,9,5,Low,Anxiety,No,Increase,1,Satisfied,2,None,Average,Africa
EMP1391,25,Mid-Career Professional,Female,Sales,Healthcare,2,Beginner,Onsite,45,11,3,Low,Burnout,No,Increase,1,Unsatisfied,4,Daily,Good,North America
EMP1392,56,Young Adult,Female,Sales,Education,1,Beginner,Remote,20,15,1,Medium,None,No,Decrease,5,Neutral,2,Daily,Poor,Asia
EMP1396,46,Senior Professional,Male,Data Scientist,Finance,7,Intermediate,Hybrid,45,15,4,High,Burnout,No,No Change,4,Unsatisfied,2,Weekly,Average,North America
EMP1398,56,Early Professional,Male,Sales,IT,17,Advanced,Remote,22,15,5,High,Depression,No,Increase,2,Unsatisfied,5,Daily,Average,Africa
EMP1399,27,Senior Professional,Male,Data Scientist,IT,11,Advanced,Hybrid,21,12,2,Low,Anxiety,No,Decrease,4,Unsatisfied,2,Weekly,Average,North America
EMP1401,26,Senior Professional,Female,Designer,Healthcare,10,Intermediate,Remote,39,0,5,Medium,Burnout,No,No Change,3,Unsatisfied,1,None,Good,South America
EMP1403,53,Early Professional,Female,Software Engineer,Consulting,32,Expert,Hybrid,32,13,4,High,Depression,Yes,Decrease,5,Neutral,5,None,Good,Europe
EMP1407,45,Mid-Career Professional,Female,Sales,Finance,29,Expert,Remote,28,1,3,High,None,No,Decrease,2,Neutral,1,Daily,Poor,South America
EMP1410,38,Senior Professional,Male,HR,IT,10,Intermediate,Hybrid,37,0,3,High,Anxiety,Yes,No Change,4,Neutral,3,Daily,Poor,North America
EMP1412,24,Early Professional,Female,Sales,Education,29,Expert,Remote,38,1,5,Low,Burnout,No,Decrease,4,Unsatisfied,1,Weekly,Poor,South America
EMP1415,30,Early Professional,Male,Marketing,IT,31,Expert,Onsite,25,4,4,High,Depression,Yes,No Change,1,Satisfied,3,None,Good,North America
EMP1416,34,Early Professional,Male,Marketing,Manufacturing,23,Expert,Onsite,44,9,1,Low,Depression,No,Increase,5,Neutral,2,None,Good,Oceania
EMP1417,40,Early Professional,Female,Marketing,Education,6,Intermediate,Remote,49,15,5,Low,Depression,Yes,No Change,4,Satisfied,3,None,Average,South America
EMP1418,37,Mid-Career Professional,Male,Software Engineer,Consulting,1,Beginner,Remote,60,0,5,High,None,No,No Change,5,Satisfied,4,None,Average,South America
EMP1422,23,Senior Professional,Female,Data Scientist,Manufacturing,5,Beginner,Remote,52,9,5,Low,Burnout,No,No Change,2,Unsatisfied,5,None,Good,Africa
EMP1423,22,Young Adult,Female,Marketing,Healthcare,24,Expert,Remote,31,10,4,High,Depression,No,Increase,1,Unsatisfied,1,None,Average,South America
EMP1425,25,Mid-Career Professional,Female,HR,Finance,23,Expert,Onsite,36,9,4,Low,Anxiety,Yes,Increase,5,Neutral,3,Weekly,Average,North America
EMP1426,44,Young Adult,Male,Project Manager,Finance,14,Advanced,Onsite,59,10,3,High,Burnout,Yes,Increase,4,Neutral,1,None,Good,Asia
EMP1427,36,Mid-Career Professional,Female,Sales,Consulting,31,Expert,Remote,43,7,3,High,Anxiety,No,Increase,4,Neutral,3,Weekly,Poor,Oceania
EMP1428,37,Early Professional,Female,Designer,Consulting,1,Beginner,Hybrid,54,13,3,Low,None,Yes,Increase,2,Neutral,1,None,Good,Africa
EMP1429,45,Early Professional,Male,Project Manager,Healthcare,30,Expert,Hybrid,43,7,2,Medium,Depression,Yes,Decrease,2,Unsatisfied,4,None,Good,North America
EMP1430,48,Mid-Career Professional,Female,Software Engineer,Retail,7,Intermediate,Remote,22,2,5,High,Anxiety,No,No Change,5,Satisfied,4,Weekly,Poor,North America
EMP1434,50,Senior Professional,Female,Project Manager,Finance,35,Expert,Remote,45,1,1,Medium,None,Yes,Decrease,1,Neutral,3,Weekly,Good,Europe
EMP1437,27,Senior Professional,Male,Project Manager,Education,20,Advanced,Onsite,46,6,4,Medium,None,No,Increase,5,Neutral,3,Weekly,Poor,Oceania
EMP1438,38,Young Adult,Female,Marketing,Retail,1,Beginner,Hybrid,37,6,2,Low,Depression,Yes,No Change,2,Unsatisfied,2,None,Good,South America
EMP1440,57,Senior Professional,Female,Designer,IT,31,Expert,Hybrid,35,6,2,Low,Burnout,No,Increase,5,Unsatisfied,3,Daily,Good,Europe
EMP1443,33,Mid-Career Professional,Male,HR,Manufacturing,24,Expert,Hybrid,37,8,1,Low,None,Yes,Decrease,1,Satisfied,5,Daily,Average,North America
EMP1446,51,Young Adult,Female,Designer,Retail,34,Expert,Hybrid,36,9,3,High,None,No,Increase,4,Satisfied,1,Daily,Average,Africa
EMP1449,28,Mid-Career Professional,Female,Sales,Healthcare,23,Expert,Remote,40,13,1,Low,Depression,Yes,Decrease,4,Unsatisfied,4,None,Average,South America
EMP1450,28,Young Adult,Female,Marketing,IT,14,Advanced,Hybrid,37,10,1,Medium,None,Yes,No Change,2,Satisfied,5,Daily,Good,Europe
EMP1452,32,Young Adult,Male,Project Manager,IT,22,Expert,Hybrid,51,11,3,Low,Anxiety,Yes,No Change,5,Neutral,2,Weekly,Poor,South America
EMP1453,58,Early Professional,Male,Sales,Retail,27,Expert,Remote,35,4,1,High,Anxiety,No,Increase,5,Satisfied,5,None,Average,South America
EMP1454,57,Senior Professional,Male,Marketing,Consulting,20,Advanced,Onsite,46,7,5,Medium,None,No,Increase,3,Unsatisfied,1,None,Poor,Oceania
EMP1455,27,Senior Professional,Female,Designer,Consulting,17,Advanced,Onsite,50,7,2,Low,Anxiety,No,No Change,5,Unsatisfied,5,None,Good,Africa
EMP1457,55,Mid-Career Professional,Male,Project Manager,Finance,11,Advanced,Hybrid,38,14,5,Medium,Anxiety,No,Decrease,4,Unsatisfied,4,None,Poor,Oceania
EMP1458,54,Senior Professional,Male,Project Manager,Healthcare,26,Expert,Onsite,57,2,4,Low,Burnout,No,Increase,2,Satisfied,5,Weekly,Poor,South America
EMP1461,48,Young Adult,Male,Project Manager,Retail,23,Expert,Remote,41,5,4,High,Anxiety,Yes,Increase,5,Satisfied,1,Weekly,Poor,Asia
EMP1462,32,Mid-Career Professional,Male,Software Engineer,IT,6,Intermediate,Hybrid,25,9,4,Medium,None,No,No Change,4,Satisfied,2,None,Good,Oceania
EMP1463,52,Early Professional,Male,Project Manager,Consulting,35,Expert,Remote,56,10,4,Medium,Depression,No,No Change,1,Unsatisfied,3,Weekly,Poor,Europe
EMP1465,36,Senior Professional,Female,HR,Education,32,Expert,Remote,39,5,3,High,Anxiety,Yes,No Change,3,Satisfied,5,None,Poor,Europe
EMP1471,35,Senior Professional,Male,Software Engineer,Consulting,24,Expert,Remote,41,4,5,Low,Burnout,No,No Change,2,Satisfied,5,Weekly,Good,Europe
EMP1473,36,Senior Professional,Female,Marketing,Healthcare,31,Expert,Onsite,41,13,5,Medium,None,Yes,No Change,2,Satisfied,2,Weekly,Average,North America
EMP1474,43,Early Professional,Male,Software Engineer,Healthcare,29,Expert,Onsite,44,14,1,Medium,Depression,Yes,Decrease,3,Unsatisfied,4,Daily,Average,Africa
EMP1476,42,Young Adult,Female,HR,Retail,5,Beginner,Remote,43,2,3,High,None,Yes,Increase,1,Neutral,3,Daily,Average,Asia
EMP1477,24,Mid-Career Professional,Female,HR,Consulting,17,Advanced,Hybrid,43,11,2,Low,Depression,Yes,Increase,2,Satisfied,1,Weekly,Poor,North America
EMP1478,48,Young Adult,Female,Software Engineer,Retail,6,Intermediate,Onsite,20,4,1,High,Burnout,No,Increase,4,Unsatisfied,3,Daily,Poor,Europe
EMP1479,47,Mid-Career Professional,Male,Marketing,Retail,21,Expert,Hybrid,55,11,3,Low,Anxiety,Yes,Decrease,1,Unsatisfied,3,Daily,Poor,Europe
EMP1483,37,Young Adult,Male,Software Engineer,IT,27,Expert,Remote,43,11,3,Low,Burnout,Yes,Increase,5,Neutral,2,Weekly,Average,Europe
EMP1484,39,Early Professional,Male,Project Manager,Manufacturing,4,Beginner,Onsite,57,2,3,Medium,Anxiety,No,Increase,2,Unsatisfied,5,Weekly,Average,South America
EMP1485,46,Early Professional,Female,Project Manager,Education,17,Advanced,Onsite,51,3,2,Low,Burnout,No,Decrease,4,Unsatisfied,5,Daily,Average,Asia
EMP1486,44,Mid-Career Professional,Male,Data Scientist,Retail,35,Expert,Onsite,39,12,3,High,Depression,Yes,Decrease,4,Unsatisfied,1,Weekly,Poor,Oceania
EMP1489,23,Young Adult,Female,Marketing,IT,1,Beginner,Hybrid,33,10,1,Medium,Burnout,No,Decrease,3,Satisfied,1,Weekly,Poor,Europe
EMP1492,34,Senior Professional,Male,HR,Education,12,Advanced,Remote,32,15,5,High,Depression,Yes,Decrease,3,Satisfied,4,Weekly,Average,Oceania
EMP1494,26,Early Professional,Female,Designer,Education,17,Advanced,Onsite,46,5,1,Medium,Burnout,No,Increase,3,Satisfied,1,None,Poor,Africa
EMP1495,44,Young Adult,Male,Data Scientist,Retail,10,Intermediate,Onsite,29,7,3,Medium,Anxiety,Yes,Decrease,5,Satisfied,1,Daily,Poor,North America
EMP1497,59,Young Adult,Male,Designer,Healthcare,15,Advanced,Hybrid,24,8,4,Low,Burnout,Yes,No Change,2,Satisfied,5,None,Poor,Asia
EMP1498,60,Senior Professional,Male,HR,Consulting,32,Expert,Onsite,30,0,3,High,None,No,Increase,3,Satisfied,5,Weekly,Average,South America
EMP1499,32,Senior Professional,Female,HR,Consulting,14,Advanced,Remote,37,8,2,High,Depression,Yes,Increase,1,Unsatisfied,3,None,Average,Africa
EMP1501,36,Mid-Career Professional,Female,Software Engineer,IT,4,Beginner,Onsite,49,12,4,High,Anxiety,No,Decrease,5,Neutral,3,Weekly,Average,Europe
EMP1502,40,Early Professional,Female,Software Engineer,Manufacturing,27,Expert,Onsite,24,7,5,Low,Anxiety,No,Decrease,5,Neutral,2,Daily,Poor,Oceania
EMP1504,26,Mid-Career Professional,Female,Software Engineer,Consulting,22,Expert,Onsite,41,4,3,Low,Anxiety,No,Increase,2,Satisfied,5,Weekly,Poor,Asia
EMP1507,42,Senior Professional,Male,HR,IT,10,Intermediate,Onsite,34,8,3,Medium,Anxiety,No,No Change,5,Unsatisfied,1,None,Average,Asia
EMP1508,28,Mid-Career Professional,Female,Designer,Consulting,35,Expert,Remote,20,8,5,Low,Depression,Yes,No Change,2,Satisfied,2,Daily,Poor,Oceania
EMP1511,44,Young Adult,Female,Software Engineer,Healthcare,12,Advanced,Hybrid,56,15,3,Medium,None,Yes,Increase,4,Unsatisfied,3,Daily,Average,South America
EMP1512,28,Mid-Career Professional,Male,Marketing,Retail,23,Expert,Onsite,55,12,4,Low,None,No,No Change,3,Satisfied,3,Weekly,Average,Europe
EMP1513,43,Young Adult,Male,Marketing,Retail,19,Advanced,Remote,59,15,4,High,None,No,Increase,1,Neutral,4,Daily,Average,North America
EMP1515,53,Young Adult,Female,Data Scientist,IT,31,Expert,Onsite,42,13,3,Medium,Anxiety,Yes,Increase,3,Satisfied,2,None,Good,Africa
EMP1517,59,Mid-Career Professional,Male,Data Scientist,IT,8,Intermediate,Onsite,42,11,1,Low,Anxiety,No,Decrease,2,Satisfied,1,Weekly,Good,Africa
EMP1518,45,Senior Professional,Female,Data Scientist,Healthcare,20,Advanced,Remote,31,14,3,Low,Burnout,No,No Change,4,Neutral,2,Weekly,Average,Europe
EMP1525,29,Senior Professional,Female,Data Scientist,Finance,16,Advanced,Remote,28,0,3,High,Burnout,No,Increase,5,Neutral,3,Daily,Average,North America
EMP1526,27,Young Adult,Male,Software Engineer,IT,29,Expert,Remote,44,14,2,Low,Depression,No,Decrease,4,Unsatisfied,1,Weekly,Poor,Europe
EMP1529,47,Senior Professional,Female,Project Manager,Finance,6,Intermediate,Hybrid,53,5,5,High,None,No,Increase,5,Unsatisfied,3,Weekly,Good,Europe
EMP1530,44,Mid-Career Professional,Male,Software Engineer,IT,17,Advanced,Remote,36,7,4,Low,Burnout,Yes,Increase,5,Satisfied,2,Weekly,Average,Asia
EMP1532,43,Mid-Career Professional,Female,HR,Retail,5,Beginner,Remote,25,0,3,High,Depression,Yes,Increase,5,Unsatisfied,3,Daily,Average,South America
EMP1533,22,Mid-Career Professional,Female,Designer,Consulting,20,Advanced,Remote,47,8,5,Medium,Anxiety,No,No Change,3,Neutral,2,Weekly,Average,Africa
EMP1536,59,Early Professional,Female,Software Engineer,Finance,22,Expert,Onsite,39,11,1,Low,Depression,No,No Change,2,Neutral,4,None,Good,Oceania
EMP1537,26,Senior Professional,Female,Project Manager,Consulting,2,Beginner,Onsite,54,12,4,High,Depression,Yes,No Change,5,Neutral,3,None,Poor,Oceania
EMP1538,40,Young Adult,Male,Software Engineer,Manufacturing,24,Expert,Hybrid,44,9,3,High,Burnout,Yes,No Change,3,Neutral,4,Weekly,Good,North America
EMP1539,47,Mid-Career Professional,Female,Data Scientist,Retail,2,Beginner,Remote,33,3,2,High,Depression,Yes,Increase,4,Neutral,5,None,Good,Europe
EMP1540,54,Mid-Career Professional,Female,Sales,Healthcare,23,Expert,Hybrid,25,8,5,High,Depression,Yes,Increase,5,Neutral,3,Daily,Poor,Africa
EMP1541,26,Senior Professional,Male,Software Engineer,IT,3,Beginner,Onsite,33,8,2,High,None,No,Increase,2,Unsatisfied,4,Daily,Poor,Africa
EMP1543,38,Senior Professional,Male,Designer,Education,12,Advanced,Remote,36,1,3,Low,Burnout,Yes,Decrease,5,Satisfied,1,Weekly,Average,Asia
EMP1547,24,Senior Professional,Female,Sales,Retail,6,Intermediate,Hybrid,30,11,3,High,Depression,No,Decrease,3,Satisfied,5,Daily,Average,Oceania
EMP1550,28,Mid-Career Professional,Male,Project Manager,Retail,19,Advanced,Remote,40,9,3,Medium,Burnout,Yes,No Change,4,Unsatisfied,1,Weekly,Average,Oceania
EMP1551,34,Young Adult,Female,Data Scientist,IT,1,Beginner,Remote,29,2,5,High,Depression,No,No Change,1,Neutral,2,None,Poor,Africa
EMP1553,35,Young Adult,Female,Sales,Consulting,35,Expert,Hybrid,50,3,4,Low,Anxiety,Yes,No Change,2,Neutral,2,None,Good,Europe
EMP1557,36,Young Adult,Female,Data Scientist,Retail,2,Beginner,Hybrid,27,6,4,Low,Depression,No,Increase,1,Satisfied,2,Daily,Average,Europe
EMP1558,47,Early Professional,Female,Software Engineer,Education,26,Expert,Remote,59,15,3,Medium,None,Yes,Increase,4,Satisfied,3,Daily,Poor,Oceania
EMP1559,60,Mid-Career Professional,Male,Software Engineer,IT,33,Expert,Onsite,36,4,3,Medium,Anxiety,Yes,No Change,4,Unsatisfied,1,Daily,Good,Asia
EMP1560,25,Senior Professional,Female,Data Scientist,Finance,13,Advanced,Hybrid,26,8,4,Medium,Depression,No,No Change,5,Unsatisfied,4,Daily,Poor,Oceania
EMP1561,26,Young Adult,Female,Designer,Retail,17,Advanced,Onsite,32,9,3,Low,Anxiety,Yes,Decrease,1,Satisfied,1,Weekly,Average,Europe
EMP1562,55,Young Adult,Male,Marketing,Consulting,6,Intermediate,Hybrid,23,11,4,Low,None,Yes,Decrease,3,Satisfied,3,None,Poor,Africa
EMP1564,36,Early Professional,Male,Data Scientist,Manufacturing,1,Beginner,Onsite,24,0,5,Medium,Burnout,No,Decrease,3,Unsatisfied,4,Daily,Good,Africa
EMP1566,56,Young Adult,Male,Data Scientist,Education,8,Intermediate,Onsite,41,15,1,High,None,No,Decrease,1,Unsatisfied,2,None,Poor,Europe
EMP1568,33,Early Professional,Female,Project Manager,Manufacturing,16,Advanced,Remote,34,9,3,Medium,Burnout,No,Decrease,4,Neutral,5,Daily,Average,Europe
EMP1574,51,Mid-Career Professional,Female,Data Scientist,Retail,24,Expert,Hybrid,50,5,1,Low,Depression,No,Increase,1,Neutral,3,Weekly,Poor,Oceania
EMP1577,23,Young Adult,Male,Designer,Finance,7,Intermediate,Remote,54,10,5,Low,None,Yes,No Change,3,Satisfied,5,Daily,Good,Africa
EMP1581,46,Mid-Career Professional,Male,HR,Finance,14,Advanced,Onsite,23,8,1,High,Burnout,No,No Change,5,Satisfied,3,Daily,Average,Asia
EMP1584,26,Senior Professional,Female,Software Engineer,Healthcare,18,Advanced,Remote,36,9,5,Low,Anxiety,No,Increase,2,Satisfied,2,None,Average,Europe
